1.470000000000000000e+02,1.700000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,1.700000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.470000000000000000e+02,1.800000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,1.800000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.470000000000000000e+02,1.900000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,1.900000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.480000000000000000e+02,1.700000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.480000000000000000e+02,1.700000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.480000000000000000e+02,1.800000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.480000000000000000e+02,1.800000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.480000000000000000e+02,1.900000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.480000000000000000e+02,1.900000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.490000000000000000e+02,1.700000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.490000000000000000e+02,1.700000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.490000000000000000e+02,1.800000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.490000000000000000e+02,1.800000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.490000000000000000e+02,1.900000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.490000000000000000e+02,1.900000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.470000000000000000e+02,1.700000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.470000000000000000e+02,1.800000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,1.900000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.470000000000000000e+02,1.900000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.480000000000000000e+02,1.700000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.480000000000000000e+02,1.700000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.480000000000000000e+02,1.800000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.480000000000000000e+02,1.800000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.480000000000000000e+02,1.900000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.480000000000000000e+02,1.900000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.490000000000000000e+02,1.700000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.490000000000000000e+02,1.800000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.490000000000000000e+02,1.800000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.490000000000000000e+02,1.900000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.490000000000000000e+02,1.900000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,2.100000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,2.100000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.470000000000000000e+02,2.200000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,2.200000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.470000000000000000e+02,2.300000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,2.300000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.480000000000000000e+02,2.100000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.480000000000000000e+02,2.100000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.480000000000000000e+02,2.200000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.480000000000000000e+02,2.200000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.480000000000000000e+02,2.300000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.480000000000000000e+02,2.300000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.490000000000000000e+02,2.100000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.490000000000000000e+02,2.100000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.490000000000000000e+02,2.200000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.490000000000000000e+02,2.200000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.490000000000000000e+02,2.300000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.490000000000000000e+02,2.300000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.470000000000000000e+02,2.100000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.470000000000000000e+02,2.100000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.470000000000000000e+02,2.200000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.470000000000000000e+02,2.300000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.480000000000000000e+02,2.100000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.480000000000000000e+02,2.200000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.480000000000000000e+02,2.200000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.480000000000000000e+02,2.300000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.480000000000000000e+02,2.300000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.490000000000000000e+02,2.100000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.490000000000000000e+02,2.200000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.490000000000000000e+02,2.200000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.490000000000000000e+02,2.300000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.490000000000000000e+02,2.300000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,1.800000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,1.800000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.510000000000000000e+02,1.900000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,1.900000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.520000000000000000e+02,1.700000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.520000000000000000e+02,1.700000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.520000000000000000e+02,1.800000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.520000000000000000e+02,1.800000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.520000000000000000e+02,1.900000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.520000000000000000e+02,1.900000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.530000000000000000e+02,1.700000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.530000000000000000e+02,1.700000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.530000000000000000e+02,1.800000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.530000000000000000e+02,1.800000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.530000000000000000e+02,1.900000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,1.700000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,1.800000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.510000000000000000e+02,1.800000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,1.900000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.510000000000000000e+02,1.900000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.520000000000000000e+02,1.700000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.520000000000000000e+02,1.700000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.520000000000000000e+02,1.800000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.520000000000000000e+02,1.900000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.520000000000000000e+02,1.900000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.530000000000000000e+02,1.700000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.530000000000000000e+02,1.800000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.530000000000000000e+02,1.900000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,2.100000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,2.100000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.510000000000000000e+02,2.200000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,2.200000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.510000000000000000e+02,2.300000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.520000000000000000e+02,2.100000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.520000000000000000e+02,2.100000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.520000000000000000e+02,2.200000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.520000000000000000e+02,2.300000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.520000000000000000e+02,2.300000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.530000000000000000e+02,2.100000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.530000000000000000e+02,2.100000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.530000000000000000e+02,2.200000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.530000000000000000e+02,2.200000000000000000e+01,4.300000000000000000e+01,1.000000000000000000e+00
1.530000000000000000e+02,2.300000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,2.100000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.510000000000000000e+02,2.100000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,2.200000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.510000000000000000e+02,2.300000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.510000000000000000e+02,2.300000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.520000000000000000e+02,2.100000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.520000000000000000e+02,2.200000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.520000000000000000e+02,2.200000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.520000000000000000e+02,2.300000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.520000000000000000e+02,2.300000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.530000000000000000e+02,2.100000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.530000000000000000e+02,2.100000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.530000000000000000e+02,2.200000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.530000000000000000e+02,2.200000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
1.530000000000000000e+02,2.300000000000000000e+01,4.500000000000000000e+01,1.000000000000000000e+00
1.530000000000000000e+02,2.300000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
