4.90E+00,3.00E+00,0.00E+00
4.70E+00,3.20E+00,0.00E+00
4.60E+00,3.10E+00,0.00E+00
5.00E+00,3.60E+00,0.00E+00
5.40E+00,3.90E+00,0.00E+00
4.60E+00,3.40E+00,0.00E+00
5.00E+00,3.40E+00,0.00E+00
4.40E+00,2.90E+00,0.00E+00
4.90E+00,3.10E+00,0.00E+00
5.40E+00,3.70E+00,0.00E+00
4.80E+00,3.40E+00,0.00E+00
4.80E+00,3.00E+00,0.00E+00
4.30E+00,3.00E+00,0.00E+00
5.80E+00,4.00E+00,0.00E+00
5.70E+00,4.40E+00,0.00E+00
5.40E+00,3.90E+00,0.00E+00
5.10E+00,3.50E+00,0.00E+00
5.70E+00,3.80E+00,0.00E+00
5.10E+00,3.80E+00,0.00E+00
5.40E+00,3.40E+00,0.00E+00
5.10E+00,3.70E+00,0.00E+00
4.60E+00,3.60E+00,0.00E+00
5.10E+00,3.30E+00,0.00E+00
4.80E+00,3.40E+00,0.00E+00
5.00E+00,3.00E+00,0.00E+00
5.00E+00,3.40E+00,0.00E+00
5.20E+00,3.50E+00,0.00E+00
5.20E+00,3.40E+00,0.00E+00
4.70E+00,3.20E+00,0.00E+00
4.80E+00,3.10E+00,0.00E+00
5.40E+00,3.40E+00,0.00E+00
5.20E+00,4.10E+00,0.00E+00
5.50E+00,4.20E+00,0.00E+00
4.90E+00,3.10E+00,0.00E+00
5.00E+00,3.20E+00,0.00E+00
5.50E+00,3.50E+00,0.00E+00
4.90E+00,3.10E+00,0.00E+00
4.40E+00,3.00E+00,0.00E+00
5.10E+00,3.40E+00,0.00E+00
5.00E+00,3.50E+00,0.00E+00
4.50E+00,2.30E+00,0.00E+00
4.40E+00,3.20E+00,0.00E+00
5.00E+00,3.50E+00,0.00E+00
5.10E+00,3.80E+00,0.00E+00
4.80E+00,3.00E+00,0.00E+00
5.10E+00,3.80E+00,0.00E+00
4.60E+00,3.20E+00,0.00E+00
5.30E+00,3.70E+00,0.00E+00
5.00E+00,3.30E+00,0.00E+00
7.00E+00,3.20E+00,0.00E+00
6.40E+00,3.20E+00,0.00E+00
6.90E+00,3.10E+00,0.00E+00
5.50E+00,2.30E+00,0.00E+00
6.50E+00,2.80E+00,0.00E+00
5.70E+00,2.80E+00,0.00E+00
6.30E+00,3.30E+00,0.00E+00
4.90E+00,2.40E+00,0.00E+00
6.60E+00,2.90E+00,0.00E+00
5.20E+00,2.70E+00,0.00E+00
5.00E+00,2.00E+00,0.00E+00
5.90E+00,3.00E+00,0.00E+00
6.00E+00,2.20E+00,0.00E+00
6.10E+00,2.90E+00,0.00E+00
5.60E+00,2.90E+00,0.00E+00
6.70E+00,3.10E+00,0.00E+00
5.60E+00,3.00E+00,0.00E+00
5.80E+00,2.70E+00,0.00E+00
6.20E+00,2.20E+00,0.00E+00
5.60E+00,2.50E+00,0.00E+00
5.90E+00,3.20E+00,0.00E+00
6.10E+00,2.80E+00,0.00E+00
6.30E+00,2.50E+00,0.00E+00
6.10E+00,2.80E+00,0.00E+00
6.40E+00,2.90E+00,0.00E+00
6.60E+00,3.00E+00,0.00E+00
6.80E+00,2.80E+00,0.00E+00
6.70E+00,3.00E+00,0.00E+00
6.00E+00,2.90E+00,0.00E+00
5.70E+00,2.60E+00,0.00E+00
5.50E+00,2.40E+00,0.00E+00
5.50E+00,2.40E+00,0.00E+00
5.80E+00,2.70E+00,0.00E+00
6.00E+00,2.70E+00,0.00E+00
5.40E+00,3.00E+00,0.00E+00
6.00E+00,3.40E+00,0.00E+00
6.70E+00,3.10E+00,0.00E+00
6.30E+00,2.30E+00,0.00E+00
5.60E+00,3.00E+00,0.00E+00
5.50E+00,2.50E+00,0.00E+00
5.50E+00,2.60E+00,0.00E+00
6.10E+00,3.00E+00,0.00E+00
5.80E+00,2.60E+00,0.00E+00
5.00E+00,2.30E+00,0.00E+00
5.60E+00,2.70E+00,0.00E+00
5.70E+00,3.00E+00,0.00E+00
5.70E+00,2.90E+00,0.00E+00
6.20E+00,2.90E+00,0.00E+00
5.10E+00,2.50E+00,0.00E+00
5.70E+00,2.80E+00,0.00E+00
6.30E+00,3.30E+00,0.00E+00
5.80E+00,2.70E+00,0.00E+00
7.10E+00,3.00E+00,0.00E+00
6.30E+00,2.90E+00,0.00E+00
6.50E+00,3.00E+00,0.00E+00
7.60E+00,3.00E+00,0.00E+00
4.90E+00,2.50E+00,0.00E+00
7.30E+00,2.90E+00,0.00E+00
6.70E+00,2.50E+00,0.00E+00
7.20E+00,3.60E+00,0.00E+00
6.50E+00,3.20E+00,0.00E+00
6.40E+00,2.70E+00,0.00E+00
6.80E+00,3.00E+00,0.00E+00
5.70E+00,2.50E+00,0.00E+00
5.80E+00,2.80E+00,0.00E+00
6.40E+00,3.20E+00,0.00E+00
6.50E+00,3.00E+00,0.00E+00
7.70E+00,3.80E+00,0.00E+00
7.70E+00,2.60E+00,0.00E+00
6.00E+00,2.20E+00,0.00E+00
6.90E+00,3.20E+00,0.00E+00
5.60E+00,2.80E+00,0.00E+00
7.70E+00,2.80E+00,0.00E+00
6.30E+00,2.70E+00,0.00E+00
6.70E+00,3.30E+00,0.00E+00
7.20E+00,3.20E+00,0.00E+00
6.20E+00,2.80E+00,0.00E+00
6.10E+00,3.00E+00,0.00E+00
6.40E+00,2.80E+00,0.00E+00
7.20E+00,3.00E+00,0.00E+00
7.40E+00,2.80E+00,0.00E+00
7.90E+00,3.80E+00,0.00E+00
6.40E+00,2.80E+00,0.00E+00
6.30E+00,2.80E+00,0.00E+00
6.10E+00,2.60E+00,0.00E+00
7.70E+00,3.00E+00,0.00E+00
6.30E+00,3.40E+00,0.00E+00
6.40E+00,3.10E+00,0.00E+00
6.00E+00,3.00E+00,0.00E+00
6.90E+00,3.10E+00,0.00E+00
6.70E+00,3.10E+00,0.00E+00
6.90E+00,3.10E+00,0.00E+00
5.80E+00,2.70E+00,0.00E+00
6.80E+00,3.20E+00,0.00E+00
6.70E+00,3.30E+00,0.00E+00
6.70E+00,3.00E+00,0.00E+00
6.30E+00,2.50E+00,0.00E+00
6.50E+00,3.00E+00,0.00E+00
6.20E+00,3.40E+00,0.00E+00
5.90E+00,3.00E+00,0.00E+00
1.30E+01,1.49E+01,1.00E+00
1.32E+01,1.47E+01,1.00E+00
1.31E+01,1.46E+01,1.00E+00
1.36E+01,1.50E+01,1.00E+00
1.39E+01,1.54E+01,1.00E+00
1.34E+01,1.46E+01,1.00E+00
1.34E+01,1.50E+01,1.00E+00
1.29E+01,1.44E+01,1.00E+00
1.31E+01,1.49E+01,1.00E+00
1.37E+01,1.54E+01,1.00E+00
1.34E+01,1.48E+01,1.00E+00
1.30E+01,1.48E+01,1.00E+00
1.30E+01,1.43E+01,1.00E+00
1.40E+01,1.58E+01,1.00E+00
1.44E+01,1.57E+01,1.00E+00
1.39E+01,1.54E+01,1.00E+00
1.35E+01,1.51E+01,1.00E+00
1.38E+01,1.57E+01,1.00E+00
1.38E+01,1.51E+01,1.00E+00
1.34E+01,1.54E+01,1.00E+00
1.37E+01,1.51E+01,1.00E+00
1.36E+01,1.46E+01,1.00E+00
1.33E+01,1.51E+01,1.00E+00
1.34E+01,1.48E+01,1.00E+00
1.30E+01,1.50E+01,1.00E+00
1.34E+01,1.50E+01,1.00E+00
1.35E+01,1.52E+01,1.00E+00
1.34E+01,1.52E+01,1.00E+00
1.32E+01,1.47E+01,1.00E+00
1.31E+01,1.48E+01,1.00E+00
1.34E+01,1.54E+01,1.00E+00
1.41E+01,1.52E+01,1.00E+00
1.42E+01,1.55E+01,1.00E+00
1.31E+01,1.49E+01,1.00E+00
1.32E+01,1.50E+01,1.00E+00
1.35E+01,1.55E+01,1.00E+00
1.31E+01,1.49E+01,1.00E+00
1.30E+01,1.44E+01,1.00E+00
1.34E+01,1.51E+01,1.00E+00
1.35E+01,1.50E+01,1.00E+00
1.23E+01,1.45E+01,1.00E+00
1.32E+01,1.44E+01,1.00E+00
1.35E+01,1.50E+01,1.00E+00
1.38E+01,1.51E+01,1.00E+00
1.30E+01,1.48E+01,1.00E+00
1.38E+01,1.51E+01,1.00E+00
1.32E+01,1.46E+01,1.00E+00
1.37E+01,1.53E+01,1.00E+00
1.33E+01,1.50E+01,1.00E+00
1.32E+01,1.70E+01,1.00E+00
1.32E+01,1.64E+01,1.00E+00
1.31E+01,1.69E+01,1.00E+00
1.23E+01,1.55E+01,1.00E+00
1.28E+01,1.65E+01,1.00E+00
1.28E+01,1.57E+01,1.00E+00
1.33E+01,1.63E+01,1.00E+00
1.24E+01,1.49E+01,1.00E+00
1.29E+01,1.66E+01,1.00E+00
1.27E+01,1.52E+01,1.00E+00
1.20E+01,1.50E+01,1.00E+00
1.30E+01,1.59E+01,1.00E+00
1.22E+01,1.60E+01,1.00E+00
1.29E+01,1.61E+01,1.00E+00
1.29E+01,1.56E+01,1.00E+00
1.31E+01,1.67E+01,1.00E+00
1.30E+01,1.56E+01,1.00E+00
1.27E+01,1.58E+01,1.00E+00
1.22E+01,1.62E+01,1.00E+00
1.25E+01,1.56E+01,1.00E+00
1.32E+01,1.59E+01,1.00E+00
1.28E+01,1.61E+01,1.00E+00
1.25E+01,1.63E+01,1.00E+00
1.28E+01,1.61E+01,1.00E+00
1.29E+01,1.64E+01,1.00E+00
1.30E+01,1.66E+01,1.00E+00
1.28E+01,1.68E+01,1.00E+00
1.30E+01,1.67E+01,1.00E+00
1.29E+01,1.60E+01,1.00E+00
1.26E+01,1.57E+01,1.00E+00
1.24E+01,1.55E+01,1.00E+00
1.24E+01,1.55E+01,1.00E+00
1.27E+01,1.58E+01,1.00E+00
1.27E+01,1.60E+01,1.00E+00
1.30E+01,1.54E+01,1.00E+00
1.34E+01,1.60E+01,1.00E+00
1.31E+01,1.67E+01,1.00E+00
1.23E+01,1.63E+01,1.00E+00
1.30E+01,1.56E+01,1.00E+00
1.25E+01,1.55E+01,1.00E+00
1.26E+01,1.55E+01,1.00E+00
1.30E+01,1.61E+01,1.00E+00
1.26E+01,1.58E+01,1.00E+00
1.23E+01,1.50E+01,1.00E+00
1.27E+01,1.56E+01,1.00E+00
1.30E+01,1.57E+01,1.00E+00
1.29E+01,1.57E+01,1.00E+00
1.29E+01,1.62E+01,1.00E+00
1.25E+01,1.51E+01,1.00E+00
1.28E+01,1.57E+01,1.00E+00
1.33E+01,1.63E+01,1.00E+00
1.27E+01,1.58E+01,1.00E+00
1.30E+01,1.71E+01,1.00E+00
1.29E+01,1.63E+01,1.00E+00
1.30E+01,1.65E+01,1.00E+00
1.30E+01,1.76E+01,1.00E+00
1.25E+01,1.49E+01,1.00E+00
1.29E+01,1.73E+01,1.00E+00
1.25E+01,1.67E+01,1.00E+00
1.36E+01,1.72E+01,1.00E+00
1.32E+01,1.65E+01,1.00E+00
1.27E+01,1.64E+01,1.00E+00
1.30E+01,1.68E+01,1.00E+00
1.25E+01,1.57E+01,1.00E+00
1.28E+01,1.58E+01,1.00E+00
1.32E+01,1.64E+01,1.00E+00
1.30E+01,1.65E+01,1.00E+00
1.38E+01,1.77E+01,1.00E+00
1.26E+01,1.77E+01,1.00E+00
1.22E+01,1.60E+01,1.00E+00
1.32E+01,1.69E+01,1.00E+00
1.28E+01,1.56E+01,1.00E+00
1.28E+01,1.77E+01,1.00E+00
1.27E+01,1.63E+01,1.00E+00
1.33E+01,1.67E+01,1.00E+00
1.32E+01,1.72E+01,1.00E+00
1.28E+01,1.62E+01,1.00E+00
1.30E+01,1.61E+01,1.00E+00
1.28E+01,1.64E+01,1.00E+00
1.30E+01,1.72E+01,1.00E+00
1.28E+01,1.74E+01,1.00E+00
1.38E+01,1.79E+01,1.00E+00
1.28E+01,1.64E+01,1.00E+00
1.28E+01,1.63E+01,1.00E+00
1.26E+01,1.61E+01,1.00E+00
1.30E+01,1.77E+01,1.00E+00
1.34E+01,1.63E+01,1.00E+00
1.31E+01,1.64E+01,1.00E+00
1.30E+01,1.60E+01,1.00E+00
1.31E+01,1.69E+01,1.00E+00
1.31E+01,1.67E+01,1.00E+00
